"","hour","ID","lat","lon","Det","Diel","tidemeters","tidestate","benthos","rugosity","habitat","depth"
"11514","2018-07-18 12","BTT44",24.58004999,-81.878383,0,"Day",0.070539,"low","sand",2,"basin",2.7432
"11515","2018-07-18 13","BTT44",24.58004999,-81.878383,0,"Day",0.073495,"low","sand",2,"basin",2.7432
"11516","2018-07-18 14","BTT44",24.58004999,-81.878383,0,"Day",0.117121,"incoming","sand",2,"basin",2.7432
"11517","2018-07-18 15","BTT44",24.58004999,-81.878383,0,"Day",0.185,"incoming","sand",2,"basin",2.7432
"11518","2018-07-18 16","BTT44",24.58004999,-81.878383,0,"Day",0.257918,"incoming","sand",2,"basin",2.7432
"11519","2018-07-18 17","BTT44",24.58004999,-81.878383,0,"Day",0.3203,"incoming","sand",2,"basin",2.7432
"11520","2018-07-18 18","BTT44",24.58004999,-81.878383,0,"Day",0.359747,"high","sand",2,"basin",2.7432
"11521","2018-07-18 19","BTT44",24.58004999,-81.878383,0,"Day",0.365768,"high","sand",2,"basin",2.7432
"11522","2018-07-18 20","BTT44",24.58004999,-81.878383,0,"Day",0.336263,"high","sand",2,"basin",2.7432
"11523","2018-07-18 21","BTT44",24.58004999,-81.878383,0,"Night",0.274551,"outgoing","sand",2,"basin",2.7432
"11524","2018-07-18 22","BTT44",24.58004999,-81.878383,0,"Night",0.193136,"outgoing","sand",2,"basin",2.7432
"11525","2018-07-18 23","BTT44",24.58004999,-81.878383,0,"Night",0.112874,"outgoing","sand",2,"basin",2.7432
"11526","2018-07-19 00","BTT44",24.58004999,-81.878383,0,"Night",0.055964,"low","sand",2,"basin",2.7432
"11527","2018-07-19 01","BTT44",24.58004999,-81.878383,0,"Night",0.03722,"low","sand",2,"basin",2.7432
"11528","2018-07-19 02","BTT44",24.58004999,-81.878383,0,"Night",0.062725,"low","sand",2,"basin",2.7432
"11529","2018-07-19 03","BTT44",24.58004999,-81.878383,0,"Night",0.123975,"incoming","sand",2,"basin",2.7432
"11530","2018-07-19 04","BTT44",24.58004999,-81.878383,0,"Night",0.201911,"incoming","sand",2,"basin",2.7432
"11531","2018-07-19 05","BTT44",24.58004999,-81.878383,0,"Night",0.278467,"incoming","sand",2,"basin",2.7432
"11532","2018-07-19 06","BTT44",24.58004999,-81.878383,0,"Night",0.339478,"high","sand",2,"basin",2.7432
"11533","2018-07-19 07","BTT44",24.58004999,-81.878383,0,"Day",0.373166,"high","sand",2,"basin",2.7432
"11534","2018-07-19 08","BTT44",24.58004999,-81.878383,0,"Day",0.370955,"high","sand",2,"basin",2.7432
"11535","2018-07-19 09","BTT44",24.58004999,-81.878383,0,"Day",0.334013,"outgoing","sand",2,"basin",2.7432
"11536","2018-07-19 10","BTT44",24.58004999,-81.878383,0,"Day",0.268733,"outgoing","sand",2,"basin",2.7432
"11537","2018-07-19 11","BTT44",24.58004999,-81.878383,0,"Day",0.190583,"outgoing","sand",2,"basin",2.7432
"11538","2018-07-19 12","BTT44",24.58004999,-81.878383,0,"Day",0.120396,"outgoing","sand",2,"basin",2.7432
"11539","2018-07-19 13","BTT44",24.58004999,-81.878383,0,"Day",0.076734,"low","sand",2,"basin",2.7432
"11540","2018-07-19 14","BTT44",24.58004999,-81.878383,0,"Day",0.068956,"low","sand",2,"basin",2.7432
"11541","2018-07-19 15","BTT44",24.58004999,-81.878383,0,"Day",0.098202,"low","sand",2,"basin",2.7432
"11542","2018-07-19 16","BTT44",24.58004999,-81.878383,0,"Day",0.15164,"incoming","sand",2,"basin",2.7432
"11543","2018-07-19 17","BTT44",24.58004999,-81.878383,0,"Day",0.211991,"incoming","sand",2,"basin",2.7432
"11544","2018-07-19 18","BTT44",24.58004999,-81.878383,0,"Day",0.265204,"incoming","sand",2,"basin",2.7432
"11545","2018-07-19 19","BTT44",24.58004999,-81.878383,0,"Day",0.300901,"high","sand",2,"basin",2.7432
"11546","2018-07-19 20","BTT44",24.58004999,-81.878383,0,"Day",0.310473,"high","sand",2,"basin",2.7432
"11547","2018-07-19 21","BTT44",24.58004999,-81.878383,0,"Night",0.291567,"high","sand",2,"basin",2.7432
"11548","2018-07-19 22","BTT44",24.58004999,-81.878383,0,"Night",0.246765,"outgoing","sand",2,"basin",2.7432
"11549","2018-07-19 23","BTT44",24.58004999,-81.878383,0,"Night",0.185444,"outgoing","sand",2,"basin",2.7432
"11550","2018-07-20 00","BTT44",24.58004999,-81.878383,0,"Night",0.124531,"outgoing","sand",2,"basin",2.7432
"11551","2018-07-20 01","BTT44",24.58004999,-81.878383,0,"Night",0.082957,"low","sand",2,"basin",2.7432
"11552","2018-07-20 02","BTT44",24.58004999,-81.878383,0,"Night",0.07429,"low","sand",2,"basin",2.7432
"11553","2018-07-20 03","BTT44",24.58004999,-81.878383,0,"Night",0.105345,"low","sand",2,"basin",2.7432
"11554","2018-07-20 04","BTT44",24.58004999,-81.878383,0,"Night",0.167031,"incoming","sand",2,"basin",2.7432
"11555","2018-07-20 05","BTT44",24.58004999,-81.878383,0,"Night",0.241271,"incoming","sand",2,"basin",2.7432
"11556","2018-07-20 06","BTT44",24.58004999,-81.878383,0,"Night",0.311067,"incoming","sand",2,"basin",2.7432
"11557","2018-07-20 07","BTT44",24.58004999,-81.878383,0,"Day",0.364008,"high","sand",2,"basin",2.7432
"11558","2018-07-20 08","BTT44",24.58004999,-81.878383,0,"Day",0.390711,"high","sand",2,"basin",2.7432
"11559","2018-07-20 09","BTT44",24.58004999,-81.878383,0,"Day",0.384792,"high","sand",2,"basin",2.7432
"11560","2018-07-20 10","BTT44",24.58004999,-81.878383,0,"Day",0.346836,"outgoing","sand",2,"basin",2.7432
"11561","2018-07-20 11","BTT44",24.58004999,-81.878383,0,"Day",0.281428,"outgoing","sand",2,"basin",2.7432
"11562","2018-07-20 12","BTT44",24.58004999,-81.878383,0,"Day",0.201827,"outgoing","sand",2,"basin",2.7432
"11563","2018-07-20 13","BTT44",24.58004999,-81.878383,0,"Day",0.127337,"outgoing","sand",2,"basin",2.7432
"11564","2018-07-20 14","BTT44",24.58004999,-81.878383,0,"Day",0.07625,"low","sand",2,"basin",2.7432
"11565","2018-07-20 15","BTT44",24.58004999,-81.878383,0,"Day",0.058579,"low","sand",2,"basin",2.7432
"11566","2018-07-20 16","BTT44",24.58004999,-81.878383,0,"Day",0.075447,"low","sand",2,"basin",2.7432
"11567","2018-07-20 17","BTT44",24.58004999,-81.878383,0,"Day",0.117225,"incoming","sand",2,"basin",2.7432
"11568","2018-07-20 18","BTT44",24.58004999,-81.878383,0,"Day",0.168004,"incoming","sand",2,"basin",2.7432
"11569","2018-07-20 19","BTT44",24.58004999,-81.878383,0,"Day",0.215378,"incoming","sand",2,"basin",2.7432
"11570","2018-07-20 20","BTT44",24.58004999,-81.878383,0,"Day",0.250899,"high","sand",2,"basin",2.7432
"11571","2018-07-20 21","BTT44",24.58004999,-81.878383,0,"Night",0.267239,"high","sand",2,"basin",2.7432
"11572","2018-07-20 22","BTT44",24.58004999,-81.878383,0,"Night",0.25962,"high","sand",2,"basin",2.7432
"11573","2018-07-20 23","BTT44",24.58004999,-81.878383,0,"Night",0.229672,"outgoing","sand",2,"basin",2.7432
"11574","2018-07-21 00","BTT44",24.58004999,-81.878383,0,"Night",0.183999,"outgoing","sand",2,"basin",2.7432
"11575","2018-07-21 01","BTT44",24.58004999,-81.878383,0,"Night",0.136883,"outgoing","sand",2,"basin",2.7432
"11576","2018-07-21 02","BTT44",24.58004999,-81.878383,0,"Night",0.105639,"low","sand",2,"basin",2.7432
"11577","2018-07-21 03","BTT44",24.58004999,-81.878383,0,"Night",0.103749,"low","sand",2,"basin",2.7432
"11578","2018-07-21 04","BTT44",24.58004999,-81.878383,0,"Night",0.13834,"low","sand",2,"basin",2.7432
"11579","2018-07-21 05","BTT44",24.58004999,-81.878383,0,"Night",0.199827,"incoming","sand",2,"basin",2.7432
"11580","2018-07-21 06","BTT44",24.58004999,-81.878383,0,"Night",0.270532,"incoming","sand",2,"basin",2.7432
"11581","2018-07-21 07","BTT44",24.58004999,-81.878383,0,"Day",0.334675,"incoming","sand",2,"basin",2.7432
"11582","2018-07-21 08","BTT44",24.58004999,-81.878383,0,"Day",0.381681,"high","sand",2,"basin",2.7432
"11583","2018-07-21 09","BTT44",24.58004999,-81.878383,0,"Day",0.403971,"high","sand",2,"basin",2.7432
"11584","2018-07-21 10","BTT44",24.58004999,-81.878383,0,"Day",0.395869,"high","sand",2,"basin",2.7432
"11585","2018-07-21 11","BTT44",24.58004999,-81.878383,0,"Day",0.356583,"outgoing","sand",2,"basin",2.7432
"11586","2018-07-21 12","BTT44",24.58004999,-81.878383,0,"Day",0.289084,"outgoing","sand",2,"basin",2.7432
"11587","2018-07-21 13","BTT44",24.58004999,-81.878383,0,"Day",0.205574,"outgoing","sand",2,"basin",2.7432
"11588","2018-07-21 14","BTT44",24.58004999,-81.878383,0,"Day",0.125316,"outgoing","sand",2,"basin",2.7432
"11589","2018-07-21 15","BTT44",24.58004999,-81.878383,0,"Day",0.067371,"low","sand",2,"basin",2.7432
"11590","2018-07-21 16","BTT44",24.58004999,-81.878383,0,"Day",0.04263,"low","sand",2,"basin",2.7432
"11591","2018-07-21 17","BTT44",24.58004999,-81.878383,0,"Day",0.051694,"low","sand",2,"basin",2.7432
"11592","2018-07-21 18","BTT44",24.58004999,-81.878383,0,"Day",0.086422,"incoming","sand",2,"basin",2.7432
"11593","2018-07-21 19","BTT44",24.58004999,-81.878383,0,"Day",0.132028,"incoming","sand",2,"basin",2.7432
"11594","2018-07-21 20","BTT44",24.58004999,-81.878383,0,"Day",0.177592,"incoming","sand",2,"basin",2.7432
"11595","2018-07-21 21","BTT44",24.58004999,-81.878383,0,"Night",0.216046,"incoming","sand",2,"basin",2.7432
"11596","2018-07-21 22","BTT44",24.58004999,-81.878383,0,"Night",0.240119,"high","sand",2,"basin",2.7432
"11597","2018-07-21 23","BTT44",24.58004999,-81.878383,0,"Night",0.242189,"high","sand",2,"basin",2.7432
"11598","2018-07-22 00","BTT44",24.58004999,-81.878383,0,"Night",0.222072,"high","sand",2,"basin",2.7432
"11599","2018-07-22 01","BTT44",24.58004999,-81.878383,0,"Night",0.185569,"outgoing","sand",2,"basin",2.7432
"11600","2018-07-22 02","BTT44",24.58004999,-81.878383,0,"Night",0.146174,"low","sand",2,"basin",2.7432
"11601","2018-07-22 03","BTT44",24.58004999,-81.878383,0,"Night",0.120983,"low","sand",2,"basin",2.7432
"11602","2018-07-22 04","BTT44",24.58004999,-81.878383,0,"Night",0.123824,"low","sand",2,"basin",2.7432
"11603","2018-07-22 05","BTT44",24.58004999,-81.878383,0,"Night",0.161486,"incoming","sand",2,"basin",2.7432
"11604","2018-07-22 06","BTT44",24.58004999,-81.878383,0,"Night",0.223306,"incoming","sand",2,"basin",2.7432
"11605","2018-07-22 07","BTT44",24.58004999,-81.878383,0,"Day",0.291696,"incoming","sand",2,"basin",2.7432
"11606","2018-07-22 08","BTT44",24.58004999,-81.878383,0,"Day",0.35206,"incoming","sand",2,"basin",2.7432
"11607","2018-07-22 09","BTT44",24.58004999,-81.878383,0,"Day",0.395402,"high","sand",2,"basin",2.7432
"11608","2018-07-22 10","BTT44",24.58004999,-81.878383,0,"Day",0.414753,"high","sand",2,"basin",2.7432
"11609","2018-07-22 11","BTT44",24.58004999,-81.878383,0,"Day",0.404047,"high","sand",2,"basin",2.7432
"11610","2018-07-22 12","BTT44",24.58004999,-81.878383,0,"Day",0.361149,"outgoing","sand",2,"basin",2.7432
"11611","2018-07-22 13","BTT44",24.58004999,-81.878383,0,"Day",0.288481,"outgoing","sand",2,"basin",2.7432
"11612","2018-07-22 14","BTT44",24.58004999,-81.878383,0,"Day",0.198901,"outgoing","sand",2,"basin",2.7432
"11613","2018-07-22 15","BTT44",24.58004999,-81.878383,0,"Day",0.112988,"outgoing","sand",2,"basin",2.7432
"11614","2018-07-22 16","BTT44",24.58004999,-81.878383,0,"Day",0.05081,"low","sand",2,"basin",2.7432
"11615","2018-07-22 17","BTT44",24.58004999,-81.878383,0,"Day",0.023342,"low","sand",2,"basin",2.7432
"11616","2018-07-22 18","BTT44",24.58004999,-81.878383,0,"Day",0.030339,"low","sand",2,"basin",2.7432
"11617","2018-07-22 19","BTT44",24.58004999,-81.878383,0,"Day",0.063506,"incoming","sand",2,"basin",2.7432
"11618","2018-07-22 20","BTT44",24.58004999,-81.878383,0,"Day",0.108774,"incoming","sand",2,"basin",2.7432
"11619","2018-07-22 21","BTT44",24.58004999,-81.878383,0,"Night",0.15634,"incoming","sand",2,"basin",2.7432
"11620","2018-07-22 22","BTT44",24.58004999,-81.878383,0,"Night",0.199434,"incoming","sand",2,"basin",2.7432
"11621","2018-07-22 23","BTT44",24.58004999,-81.878383,0,"Night",0.229564,"high","sand",2,"basin",2.7432
"11622","2018-07-23 00","BTT44",24.58004999,-81.878383,0,"Night",0.236868,"high","sand",2,"basin",2.7432
"11623","2018-07-23 01","BTT44",24.58004999,-81.878383,0,"Night",0.220079,"high","sand",2,"basin",2.7432
"11624","2018-07-23 02","BTT44",24.58004999,-81.878383,0,"Night",0.186132,"outgoing","sand",2,"basin",2.7432
"11625","2018-07-23 03","BTT44",24.58004999,-81.878383,0,"Night",0.149531,"low","sand",2,"basin",2.7432
"11626","2018-07-23 04","BTT44",24.58004999,-81.878383,0,"Night",0.127935,"low","sand",2,"basin",2.7432
"11627","2018-07-23 05","BTT44",24.58004999,-81.878383,0,"Night",0.135361,"low","sand",2,"basin",2.7432
"11628","2018-07-23 06","BTT44",24.58004999,-81.878383,0,"Night",0.177118,"incoming","sand",2,"basin",2.7432
"11629","2018-07-23 07","BTT44",24.58004999,-81.878383,0,"Day",0.240757,"incoming","sand",2,"basin",2.7432
"11630","2018-07-23 08","BTT44",24.58004999,-81.878383,0,"Day",0.308649,"incoming","sand",2,"basin",2.7432
"11631","2018-07-23 09","BTT44",24.58004999,-81.878383,0,"Day",0.367312,"incoming","sand",2,"basin",2.7432
"11632","2018-07-23 10","BTT44",24.58004999,-81.878383,0,"Day",0.408434,"high","sand",2,"basin",2.7432
"11633","2018-07-23 11","BTT44",24.58004999,-81.878383,0,"Day",0.424406,"high","sand",2,"basin",2.7432
"11634","2018-07-23 12","BTT44",24.58004999,-81.878383,0,"Day",0.408672,"high","sand",2,"basin",2.7432
"11635","2018-07-23 13","BTT44",24.58004999,-81.878383,0,"Day",0.358455,"outgoing","sand",2,"basin",2.7432
"11636","2018-07-23 14","BTT44",24.58004999,-81.878383,0,"Day",0.277494,"outgoing","sand",2,"basin",2.7432
"11637","2018-07-23 15","BTT44",24.58004999,-81.878383,0,"Day",0.180979,"outgoing","sand",2,"basin",2.7432
"11638","2018-07-23 16","BTT44",24.58004999,-81.878383,0,"Day",0.091417,"outgoing","sand",2,"basin",2.7432
"11639","2018-07-23 17","BTT44",24.58004999,-81.878383,0,"Day",0.029289,"low","sand",2,"basin",2.7432
"11640","2018-07-23 18","BTT44",24.58004999,-81.878383,0,"Day",0.004301,"low","sand",2,"basin",2.7432
"11641","2018-07-23 19","BTT44",24.58004999,-81.878383,0,"Day",0.014962,"low","sand",2,"basin",2.7432
"11642","2018-07-23 20","BTT44",24.58004999,-81.878383,0,"Day",0.051766,"incoming","sand",2,"basin",2.7432
"11643","2018-07-23 21","BTT44",24.58004999,-81.878383,0,"Night",0.100904,"incoming","sand",2,"basin",2.7432
"11644","2018-07-23 22","BTT44",24.58004999,-81.878383,0,"Night",0.153033,"incoming","sand",2,"basin",2.7432
"11645","2018-07-23 23","BTT44",24.58004999,-81.878383,0,"Night",0.200391,"incoming","sand",2,"basin",2.7432
"11646","2018-07-24 00","BTT44",24.58004999,-81.878383,0,"Night",0.232472,"high","sand",2,"basin",2.7432
"11647","2018-07-24 01","BTT44",24.58004999,-81.878383,0,"Night",0.238429,"high","sand",2,"basin",2.7432
"11648","2018-07-24 02","BTT44",24.58004999,-81.878383,0,"Night",0.21868,"high","sand",2,"basin",2.7432
"11649","2018-07-24 03","BTT44",24.58004999,-81.878383,0,"Night",0.182323,"outgoing","sand",2,"basin",2.7432
"11650","2018-07-24 04","BTT44",24.58004999,-81.878383,0,"Night",0.145972,"low","sand",2,"basin",2.7432
"11651","2018-07-24 05","BTT44",24.58004999,-81.878383,0,"Night",0.127827,"low","sand",2,"basin",2.7432
"11652","2018-07-24 06","BTT44",24.58004999,-81.878383,0,"Night",0.141548,"low","sand",2,"basin",2.7432
"11653","2018-07-24 07","BTT44",24.58004999,-81.878383,0,"Day",0.189401,"incoming","sand",2,"basin",2.7432
"11654","2018-07-24 08","BTT44",24.58004999,-81.878383,0,"Day",0.256677,"incoming","sand",2,"basin",2.7432
"11655","2018-07-24 09","BTT44",24.58004999,-81.878383,0,"Day",0.325829,"incoming","sand",2,"basin",2.7432
"11656","2018-07-24 10","BTT44",24.58004999,-81.878383,0,"Day",0.384103,"incoming","sand",2,"basin",2.7432
"11657","2018-07-24 11","BTT44",24.58004999,-81.878383,0,"Day",0.422823,"high","sand",2,"basin",2.7432
"11658","2018-07-24 12","BTT44",24.58004999,-81.878383,0,"Day",0.432911,"high","sand",2,"basin",2.7432
"11659","2018-07-24 13","BTT44",24.58004999,-81.878383,0,"Day",0.408295,"high","sand",2,"basin",2.7432
"11660","2018-07-24 14","BTT44",24.58004999,-81.878383,0,"Day",0.346876,"outgoing","sand",2,"basin",2.7432
"11661","2018-07-24 15","BTT44",24.58004999,-81.878383,0,"Day",0.255608,"outgoing","sand",2,"basin",2.7432
"11662","2018-07-24 16","BTT44",24.58004999,-81.878383,0,"Day",0.153166,"outgoing","sand",2,"basin",2.7432
"11663","2018-07-24 17","BTT44",24.58004999,-81.878383,0,"Day",0.063745,"outgoing","sand",2,"basin",2.7432
"11664","2018-07-24 18","BTT44",24.58004999,-81.878383,0,"Day",0.006778,"low","sand",2,"basin",2.7432
"11665","2018-07-24 19","BTT44",24.58004999,-81.878383,0,"Day",-0.010581,"low","sand",2,"basin",2.7432
"11666","2018-07-24 20","BTT44",24.58004999,-81.878383,0,"Day",0.008842,"low","sand",2,"basin",2.7432
"11667","2018-07-24 21","BTT44",24.58004999,-81.878383,0,"Night",0.053239,"incoming","sand",2,"basin",2.7432
"11668","2018-07-24 22","BTT44",24.58004999,-81.878383,0,"Night",0.108934,"incoming","sand",2,"basin",2.7432
"11669","2018-07-24 23","BTT44",24.58004999,-81.878383,0,"Night",0.166106,"incoming","sand",2,"basin",2.7432
"11670","2018-07-25 00","BTT44",24.58004999,-81.878383,0,"Night",0.214971,"high","sand",2,"basin",2.7432
"11671","2018-07-25 01","BTT44",24.58004999,-81.878383,0,"Night",0.24312,"high","sand",2,"basin",2.7432
"11672","2018-07-25 02","BTT44",24.58004999,-81.878383,0,"Night",0.241287,"high","sand",2,"basin",2.7432
"11673","2018-07-25 03","BTT44",24.58004999,-81.878383,0,"Night",0.213841,"outgoing","sand",2,"basin",2.7432
"11674","2018-07-25 04","BTT44",24.58004999,-81.878383,0,"Night",0.172742,"outgoing","sand",2,"basin",2.7432
"11675","2018-07-25 05","BTT44",24.58004999,-81.878383,0,"Night",0.136847,"low","sand",2,"basin",2.7432
"11676","2018-07-25 06","BTT44",24.58004999,-81.878383,0,"Night",0.124023,"low","sand",2,"basin",2.7432
"11677","2018-07-25 07","BTT44",24.58004999,-81.878383,0,"Day",0.146912,"low","sand",2,"basin",2.7432
"11678","2018-07-25 08","BTT44",24.58004999,-81.878383,0,"Day",0.202857,"incoming","sand",2,"basin",2.7432
"11679","2018-07-25 09","BTT44",24.58004999,-81.878383,0,"Day",0.275161,"incoming","sand",2,"basin",2.7432
"11680","2018-07-25 10","BTT44",24.58004999,-81.878383,0,"Day",0.346461,"incoming","sand",2,"basin",2.7432
"11681","2018-07-25 11","BTT44",24.58004999,-81.878383,0,"Day",0.404155,"incoming","sand",2,"basin",2.7432
"11682","2018-07-25 12","BTT44",24.58004999,-81.878383,0,"Day",0.438239,"high","sand",2,"basin",2.7432
"11683","2018-07-25 13","BTT44",24.58004999,-81.878383,0,"Day",0.438565,"high","sand",2,"basin",2.7432
"11684","2018-07-25 14","BTT44",24.58004999,-81.878383,0,"Day",0.400811,"high","sand",2,"basin",2.7432
"11685","2018-07-25 15","BTT44",24.58004999,-81.878383,0,"Day",0.325356,"outgoing","sand",2,"basin",2.7432
"11686","2018-07-25 16","BTT44",24.58004999,-81.878383,0,"Day",0.223867,"outgoing","sand",2,"basin",2.7432
"11687","2018-07-25 17","BTT44",24.58004999,-81.878383,0,"Day",0.118687,"outgoing","sand",2,"basin",2.7432
"11688","2018-07-25 18","BTT44",24.58004999,-81.878383,0,"Day",0.034387,"outgoing","sand",2,"basin",2.7432
"11689","2018-07-25 19","BTT44",24.58004999,-81.878383,0,"Day",-0.012206,"low","sand",2,"basin",2.7432
"11690","2018-07-25 20","BTT44",24.58004999,-81.878383,0,"Day",-0.017343,"low","sand",2,"basin",2.7432
"11691","2018-07-25 21","BTT44",24.58004999,-81.878383,0,"Night",0.014381,"low","sand",2,"basin",2.7432
"11692","2018-07-25 22","BTT44",24.58004999,-81.878383,0,"Night",0.068532,"incoming","sand",2,"basin",2.7432
"11693","2018-07-25 23","BTT44",24.58004999,-81.878383,0,"Night",0.131351,"incoming","sand",2,"basin",2.7432
"11694","2018-07-26 00","BTT44",24.58004999,-81.878383,0,"Night",0.191668,"incoming","sand",2,"basin",2.7432
"11695","2018-07-26 01","BTT44",24.58004999,-81.878383,0,"Night",0.237248,"high","sand",2,"basin",2.7432
"11696","2018-07-26 02","BTT44",24.58004999,-81.878383,0,"Night",0.255049,"high","sand",2,"basin",2.7432
"11697","2018-07-26 03","BTT44",24.58004999,-81.878383,0,"Night",0.241169,"high","sand",2,"basin",2.7432
"11698","2018-07-26 04","BTT44",24.58004999,-81.878383,0,"Night",0.203801,"outgoing","sand",2,"basin",2.7432
"11699","2018-07-26 05","BTT44",24.58004999,-81.878383,0,"Night",0.158451,"outgoing","sand",2,"basin",2.7432
"11700","2018-07-26 06","BTT44",24.58004999,-81.878383,0,"Night",0.125447,"low","sand",2,"basin",2.7432
"11701","2018-07-26 07","BTT44",24.58004999,-81.878383,0,"Day",0.121269,"low","sand",2,"basin",2.7432
"11702","2018-07-26 08","BTT44",24.58004999,-81.878383,0,"Day",0.155929,"low","sand",2,"basin",2.7432
"11703","2018-07-26 09","BTT44",24.58004999,-81.878383,0,"Day",0.22106,"incoming","sand",2,"basin",2.7432
"11704","2018-07-26 10","BTT44",24.58004999,-81.878383,0,"Day",0.29851,"incoming","sand",2,"basin",2.7432
"11705","2018-07-26 11","BTT44",24.58004999,-81.878383,0,"Day",0.37129,"incoming","sand",2,"basin",2.7432
"11706","2018-07-26 12","BTT44",24.58004999,-81.878383,0,"Day",0.426284,"high","sand",2,"basin",2.7432
"11707","2018-07-26 13","BTT44",24.58004999,-81.878383,0,"Day",0.451685,"high","sand",2,"basin",2.7432
"11708","2018-07-26 14","BTT44",24.58004999,-81.878383,0,"Day",0.438222,"high","sand",2,"basin",2.7432
"11709","2018-07-26 15","BTT44",24.58004999,-81.878383,0,"Day",0.384045,"outgoing","sand",2,"basin",2.7432
"11710","2018-07-26 16","BTT44",24.58004999,-81.878383,0,"Day",0.293929,"outgoing","sand",2,"basin",2.7432
"11711","2018-07-26 17","BTT44",24.58004999,-81.878383,0,"Day",0.184958,"outgoing","sand",2,"basin",2.7432
"11712","2018-07-26 18","BTT44",24.58004999,-81.878383,0,"Day",0.082019,"outgoing","sand",2,"basin",2.7432
"11713","2018-07-26 19","BTT44",24.58004999,-81.878383,0,"Day",0.008361,"low","sand",2,"basin",2.7432
"11714","2018-07-26 20","BTT44",24.58004999,-81.878383,0,"Day",-0.023472,"low","sand",2,"basin",2.7432
"11715","2018-07-26 21","BTT44",24.58004999,-81.878383,0,"Night",-0.01272,"low","sand",2,"basin",2.7432
"11716","2018-07-26 22","BTT44",24.58004999,-81.878383,0,"Night",0.032701,"incoming","sand",2,"basin",2.7432
"11717","2018-07-26 23","BTT44",24.58004999,-81.878383,0,"Night",0.096641,"incoming","sand",2,"basin",2.7432
"11718","2018-07-27 00","BTT44",24.58004999,-81.878383,0,"Night",0.164904,"incoming","sand",2,"basin",2.7432
"11719","2018-07-27 01","BTT44",24.58004999,-81.878383,0,"Night",0.224338,"incoming","sand",2,"basin",2.7432
"11720","2018-07-27 02","BTT44",24.58004999,-81.878383,0,"Night",0.260867,"high","sand",2,"basin",2.7432
"11721","2018-07-27 03","BTT44",24.58004999,-81.878383,0,"Night",0.263567,"high","sand",2,"basin",2.7432
"11722","2018-07-27 04","BTT44",24.58004999,-81.878383,0,"Night",0.235842,"high","sand",2,"basin",2.7432
"11723","2018-07-27 05","BTT44",24.58004999,-81.878383,0,"Night",0.189054,"outgoing","sand",2,"basin",2.7432
"11724","2018-07-27 06","BTT44",24.58004999,-81.878383,0,"Night",0.142318,"low","sand",2,"basin",2.7432
"11725","2018-07-27 07","BTT44",24.58004999,-81.878383,0,"Day",0.115797,"low","sand",2,"basin",2.7432
"11726","2018-07-27 08","BTT44",24.58004999,-81.878383,0,"Day",0.123857,"low","sand",2,"basin",2.7432
"11727","2018-07-27 09","BTT44",24.58004999,-81.878383,0,"Day",0.171443,"incoming","sand",2,"basin",2.7432
"11728","2018-07-27 10","BTT44",24.58004999,-81.878383,0,"Day",0.245122,"incoming","sand",2,"basin",2.7432
"11729","2018-07-27 11","BTT44",24.58004999,-81.878383,0,"Day",0.326196,"incoming","sand",2,"basin",2.7432
"11730","2018-07-27 12","BTT44",24.58004999,-81.878383,0,"Day",0.397991,"incoming","sand",2,"basin",2.7432
"11731","2018-07-27 13","BTT44",24.58004999,-81.878383,0,"Day",0.446488,"high","sand",2,"basin",2.7432
"11732","2018-07-27 14","BTT44",24.58004999,-81.878383,0,"Day",0.458535,"high","sand",2,"basin",2.7432
"11733","2018-07-27 15","BTT44",24.58004999,-81.878383,0,"Day",0.428389,"high","sand",2,"basin",2.7432
"11734","2018-07-27 16","BTT44",24.58004999,-81.878383,0,"Day",0.356744,"outgoing","sand",2,"basin",2.7432
"11735","2018-07-27 17","BTT44",24.58004999,-81.878383,0,"Day",0.254296,"outgoing","sand",2,"basin",2.7432
"11736","2018-07-27 18","BTT44",24.58004999,-81.878383,0,"Day",0.142892,"outgoing","sand",2,"basin",2.7432
"11737","2018-07-27 19","BTT44",24.58004999,-81.878383,0,"Day",0.048321,"outgoing","sand",2,"basin",2.7432
"11738","2018-07-27 20","BTT44",24.58004999,-81.878383,0,"Day",-0.009607,"low","sand",2,"basin",2.7432
"11739","2018-07-27 21","BTT44",24.58004999,-81.878383,0,"Night",-0.023573,"low","sand",2,"basin",2.7432
"11740","2018-07-27 22","BTT44",24.58004999,-81.878383,0,"Night",0.005018,"low","sand",2,"basin",2.7432
"11741","2018-07-27 23","BTT44",24.58004999,-81.878383,0,"Night",0.063404,"incoming","sand",2,"basin",2.7432
"11742","2018-07-28 00","BTT44",24.58004999,-81.878383,0,"Night",0.135096,"incoming","sand",2,"basin",2.7432
"11743","2018-07-28 01","BTT44",24.58004999,-81.878383,0,"Night",0.20509,"incoming","sand",2,"basin",2.7432
"11744","2018-07-28 02","BTT44",24.58004999,-81.878383,0,"Night",0.258355,"high","sand",2,"basin",2.7432
"11745","2018-07-28 03","BTT44",24.58004999,-81.878383,0,"Night",0.280391,"high","sand",2,"basin",2.7432
"11746","2018-07-28 04","BTT44",24.58004999,-81.878383,0,"Night",0.266538,"high","sand",2,"basin",2.7432
"11747","2018-07-28 05","BTT44",24.58004999,-81.878383,0,"Night",0.2252,"outgoing","sand",2,"basin",2.7432
"11748","2018-07-28 06","BTT44",24.58004999,-81.878383,0,"Night",0.171917,"outgoing","sand",2,"basin",2.7432
